id_cliente;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFM_Score;Cluster;Segmento;edad;ingresos_mensuales_aprox;segmento_programa;distrito
CLI02986;3;5;976.78;5;4;4;544;0;Leales;58;6389.08;Premium;Santiago de Surco
CLI02987;165;7;2299.13;3;5;5;355;0;Leales;31;2676.43;Basico;Los Olivos
CLI02989;248;1;593.74;2;1;3;213;3;En Riesgo;18;4230.42;Platino;San Miguel
CLI02990;28;2;539.62;4;3;3;433;3;En Riesgo;62;9740.86;Premium;Los Olivos
CLI02991;16;4;1253.41;5;4;4;544;0;Leales;51;10180.05;Regular;Miraflores
CLI02994;132;3;490.44;3;3;3;333;3;En Riesgo;53;8857.89;Platino;Magdalena
CLI02999;275;2;314.07;2;3;2;232;3;En Riesgo;73;5895.26;Platino;San Miguel
CLI03001;187;2;909.77;3;3;4;334;3;En Riesgo;42;1498.34;Basico;Magdalena
CLI03002;477;1;77.55;1;1;1;111;2;Perdidos;31;4360.2;Premium;San Juan de Lurigancho
CLI03004;569;1;185.19;1;1;1;111;2;Perdidos;47;6825.4;Platino;Santiago de Surco
CLI03005;2;8;2665.04;5;5;5;555;1;Campeones;60;6037.8;Platino;Comas
CLI03006;448;3;817.84;1;3;4;134;2;Perdidos;70;7776.94;Platino;Los Olivos
CLI03007;534;3;858.84;1;3;4;134;2;Perdidos;18;7894.55;Regular;Los Olivos
CLI03008;413;1;198.77;1;1;1;111;2;Perdidos;29;9072.48;Premium;Magdalena
CLI03009;160;3;731.51;3;3;3;333;3;En Riesgo;65;1511.77;Basico;Comas
CLI03010;167;4;1107.03;3;4;4;344;0;Leales;33;1946.44;Basico;Magdalena
CLI03012;374;1;143.47;2;1;1;211;2;Perdidos;65;1676.87;Basico;Los Olivos
CLI03013;151;4;951.86;3;4;4;344;3;En Riesgo;62;1881.06;Basico;San Juan de Lurigancho
CLI03014;179;1;232.41;3;1;1;311;3;En Riesgo;73;10715.38;Platino;Santiago de Surco
CLI03015;381;1;17.96;2;1;1;211;2;Perdidos;46;3198.1;Regular;Santiago de Surco
CLI03016;369;2;405.12;2;3;2;232;2;Perdidos;27;4770.06;Platino;Ate
CLI03017;56;6;1173.86;4;5;4;454;0;Leales;45;8069.22;Regular;Comas
CLI03018;372;1;372.87;2;1;2;212;2;Perdidos;26;7584.17;Premium;Santiago de Surco
CLI03021;607;1;35.45;1;1;1;111;2;Perdidos;49;10539.99;Premium;San Miguel
CLI03022;366;2;705.45;2;3;3;233;2;Perdidos;49;2431.35;Basico;San Borja
CLI03023;363;6;1720.28;2;5;5;255;0;Leales;21;2145.81;Basico;Los Olivos
CLI03024;157;3;100.85;3;3;1;331;3;En Riesgo;50;9131.02;Platino;Magdalena
CLI03025;532;1;291.43;1;1;2;112;2;Perdidos;41;9276.14;Platino;Santiago de Surco
CLI03026;18;3;430.56;5;3;2;532;3;En Riesgo;24;11939.56;Platino;San Juan de Lurigancho
CLI03027;17;10;1948.43;5;5;5;555;1;Campeones;39;11656.22;Premium;San Juan de Lurigancho
CLI03028;369;1;473.51;2;1;3;213;2;Perdidos;50;10932.81;Regular;Magdalena
CLI03029;316;1;174.32;2;1;1;211;2;Perdidos;57;9321.02;Premium;Ate
CLI03030;125;5;903.04;4;4;4;444;0;Leales;66;2136.31;Basico;Los Olivos
CLI03031;714;1;559.2;1;1;3;113;2;Perdidos;59;10292.79;Premium;Ate
CLI03033;3;1;15.71;5;1;1;511;3;En Riesgo;57;7899.37;Premium;Santiago de Surco
CLI03034;161;1;241.64;3;1;1;311;3;En Riesgo;32;8289.02;Premium;Magdalena
CLI03035;8;31;7175.35;5;5;5;555;1;Campeones;40;5526.83;Premium;San Miguel
CLI03037;21;8;1791.23;5;5;5;555;0;Leales;44;1158.4;Basico;San Miguel
CLI03038;158;3;1054.72;3;3;4;334;3;En Riesgo;53;2711.62;Basico;Ate
CLI03039;390;2;434.64;1;3;2;132;2;Perdidos;53;1221.95;Basico;Santiago de Surco
CLI03040;16;8;2037.08;5;5;5;555;0;Leales;60;4469.12;Premium;Santiago de Surco
CLI03042;525;2;699.55;1;3;3;133;2;Perdidos;23;11834.28;Platino;Los Olivos
CLI03043;314;3;960.46;2;3;4;234;3;En Riesgo;59;10062.39;Platino;San Borja
CLI03044;549;1;183.31;1;1;1;111;2;Perdidos;40;9556.35;Premium;Magdalena
CLI03046;11;7;1352.88;5;5;5;555;0;Leales;20;3158.09;Regular;Miraflores
CLI03048;354;1;392.11;2;1;2;212;2;Perdidos;46;11625.11;Premium;Magdalena
CLI03049;264;6;1259.89;2;5;4;254;0;Leales;29;2590.09;Basico;Los Olivos
CLI03051;6;12;2288.92;5;5;5;555;1;Campeones;44;9824.69;Platino;Los Olivos
CLI03052;262;2;604.49;2;3;3;233;3;En Riesgo;54;10661.83;Platino;Miraflores
CLI03053;5;3;378.46;5;3;2;532;3;En Riesgo;21;10494.63;Premium;San Borja
CLI03054;111;8;1634.71;4;5;5;455;0;Leales;20;9258.81;Premium;Santiago de Surco
CLI03055;377;2;585.99;2;3;3;233;2;Perdidos;57;9562.83;Premium;Comas
CLI03057;704;1;192.24;1;1;1;111;2;Perdidos;40;11847.78;Premium;San Borja
CLI03058;14;4;805.45;5;4;4;544;3;En Riesgo;36;10575.91;Platino;San Juan de Lurigancho
CLI03059;431;2;215.58;1;3;1;131;2;Perdidos;32;5050.32;Premium;San Juan de Lurigancho
CLI03060;195;3;1027.53;3;3;4;334;3;En Riesgo;69;4543.06;Premium;Ate
CLI03062;395;1;326.33;1;1;2;112;2;Perdidos;29;6217.98;Regular;Santiago de Surco
CLI03064;168;7;1956.51;3;5;5;355;0;Leales;39;6160.98;Platino;Miraflores
CLI03066;166;2;650.59;3;3;3;333;3;En Riesgo;57;9052.72;Premium;San Juan de Lurigancho
CLI03067;370;3;857.0;2;3;4;234;2;Perdidos;68;5434.08;Premium;San Miguel
CLI03068;182;2;279.15;3;3;2;332;3;En Riesgo;41;2259.84;Basico;San Miguel
CLI03069;26;3;820.16;4;3;4;434;3;En Riesgo;56;7155.9;Platino;San Juan de Lurigancho
CLI03070;176;2;404.05;3;3;2;332;3;En Riesgo;37;5617.03;Platino;San Miguel
CLI03073;209;2;657.13;2;3;3;233;3;En Riesgo;59;4977.72;Regular;San Juan de Lurigancho
CLI03074;17;3;777.64;5;3;3;533;3;En Riesgo;23;11769.13;Premium;Comas
CLI03075;687;1;495.0;1;1;3;113;2;Perdidos;49;1636.85;Basico;San Juan de Lurigancho
CLI03076;126;2;445.31;4;3;2;432;3;En Riesgo;39;3177.75;Platino;San Miguel
CLI03078;320;10;1691.92;2;5;5;255;0;Leales;68;1955.19;Basico;San Miguel
CLI03079;158;2;971.66;3;3;4;334;3;En Riesgo;60;5273.33;Regular;Santiago de Surco
CLI03080;53;1;115.58;4;1;1;411;3;En Riesgo;19;3821.43;Premium;San Borja
CLI03083;375;1;434.85;2;1;2;212;2;Perdidos;38;2398.76;Basico;Santiago de Surco
CLI03084;73;6;1831.44;4;5;5;455;0;Leales;50;11407.7;Premium;San Juan de Lurigancho
CLI03085;25;4;516.91;5;4;3;543;3;En Riesgo;49;6136.19;Premium;Miraflores
CLI03086;56;4;712.72;4;4;3;443;3;En Riesgo;42;10090.99;Premium;San Juan de Lurigancho
CLI03087;21;3;876.1;5;3;4;534;3;En Riesgo;43;8966.76;Regular;Magdalena
CLI03088;8;4;1062.3;5;4;4;544;0;Leales;23;7514.75;Premium;Magdalena
CLI03090;204;3;757.84;3;3;3;333;3;En Riesgo;59;7498.05;Regular;San Borja
CLI03091;197;10;1998.51;3;5;5;355;1;Campeones;37;2316.64;Basico;Magdalena
CLI03092;6;3;654.54;5;3;3;533;3;En Riesgo;73;9240.68;Premium;San Juan de Lurigancho
CLI03093;458;3;1294.97;1;3;4;134;2;Perdidos;66;8214.17;Regular;San Miguel
CLI03095;251;3;466.81;2;3;2;232;3;En Riesgo;70;3958.14;Platino;San Juan de Lurigancho
CLI03096;1;3;952.96;5;3;4;534;3;En Riesgo;22;7900.39;Regular;San Miguel
CLI03097;4;7;1341.03;5;5;5;555;0;Leales;70;10422.17;Regular;San Juan de Lurigancho
CLI03098;600;1;578.85;1;1;3;113;2;Perdidos;53;7841.66;Platino;Ate
CLI03101;373;1;267.84;2;1;2;212;2;Perdidos;30;3786.22;Premium;Santiago de Surco
CLI03102;289;4;986.68;2;4;4;244;3;En Riesgo;67;4914.91;Platino;Santiago de Surco
CLI03103;126;10;3189.05;4;5;5;455;1;Campeones;37;5870.02;Platino;Magdalena
CLI03104;215;2;448.4;2;3;2;232;3;En Riesgo;58;9779.17;Platino;Los Olivos
CLI03105;272;2;147.81;2;3;1;231;3;En Riesgo;25;3203.4;Platino;Ate
CLI03106;546;2;587.83;1;3;3;133;2;Perdidos;39;4848.25;Regular;Magdalena
CLI03107;394;1;129.64;1;1;1;111;2;Perdidos;25;6963.77;Regular;Comas
CLI03108;673;1;11.67;1;1;1;111;2;Perdidos;22;3411.83;Regular;Miraflores
CLI03109;287;3;774.55;2;3;3;233;3;En Riesgo;37;3086.52;Platino;San Juan de Lurigancho
CLI03110;534;1;142.33;1;1;1;111;2;Perdidos;20;4075.14;Regular;Ate
CLI03111;257;1;138.5;2;1;1;211;3;En Riesgo;59;10922.82;Regular;Magdalena
CLI03112;34;9;1708.26;4;5;5;455;0;Leales;20;8770.29;Premium;Magdalena
CLI03113;603;1;47.98;1;1;1;111;2;Perdidos;48;11132.93;Platino;San Borja
CLI03114;6;6;910.46;5;5;4;554;0;Leales;33;11110.11;Premium;Comas
CLI03115;4;2;402.13;5;3;2;532;3;En Riesgo;70;6684.66;Regular;Comas
CLI03116;19;1;428.18;5;1;2;512;3;En Riesgo;63;3494.67;Regular;San Borja
CLI03119;32;3;1011.58;4;3;4;434;3;En Riesgo;33;5975.45;Platino;San Juan de Lurigancho
CLI03120;480;4;450.72;1;4;2;142;2;Perdidos;23;4038.84;Premium;San Juan de Lurigancho
CLI03122;474;2;811.93;1;3;4;134;2;Perdidos;65;3488.67;Premium;San Juan de Lurigancho
CLI03123;20;5;1048.62;5;4;4;544;0;Leales;63;10201.44;Premium;San Borja
CLI03124;1;6;1013.7;5;5;4;554;0;Leales;61;11101.54;Premium;San Borja
CLI03125;457;1;211.91;1;1;1;111;2;Perdidos;53;4013.91;Regular;Miraflores
CLI03126;712;1;210.26;1;1;1;111;2;Perdidos;62;11218.45;Regular;San Borja
CLI03129;238;2;638.27;2;3;3;233;3;En Riesgo;19;1931.9;Basico;San Borja
CLI03130;2;2;753.38;5;3;3;533;3;En Riesgo;52;11889.46;Regular;Santiago de Surco
CLI03132;46;2;514.25;4;3;3;433;3;En Riesgo;30;9826.06;Platino;San Juan de Lurigancho
CLI03134;1;2;254.21;5;3;2;532;3;En Riesgo;39;6257.51;Premium;Santiago de Surco
CLI03135;346;3;180.38;2;3;1;231;2;Perdidos;53;8231.01;Regular;Los Olivos
CLI03136;35;2;498.69;4;3;3;433;3;En Riesgo;23;6793.39;Regular;Magdalena
CLI03137;36;2;738.07;4;3;3;433;3;En Riesgo;36;6947.24;Platino;Magdalena
CLI03138;20;4;1178.86;5;4;4;544;0;Leales;43;4946.47;Platino;San Borja
CLI03139;173;7;1191.01;3;5;4;354;0;Leales;65;2415.74;Basico;Los Olivos
CLI03140;1;2;490.17;5;3;3;533;3;En Riesgo;53;6260.47;Regular;Magdalena
CLI03141;136;7;2568.29;3;5;5;355;1;Campeones;62;5317.43;Premium;Magdalena
CLI03142;291;2;974.85;2;3;4;234;3;En Riesgo;45;1375.98;Basico;Magdalena
CLI03143;187;4;772.56;3;4;3;343;3;En Riesgo;37;6397.08;Platino;San Juan de Lurigancho
CLI03145;302;6;1075.84;2;5;4;254;0;Leales;37;6256.79;Platino;Ate
CLI03148;195;2;730.57;3;3;3;333;3;En Riesgo;60;2459.23;Basico;Comas
CLI03150;7;2;568.83;5;3;3;533;3;En Riesgo;59;7786.6;Premium;San Juan de Lurigancho
CLI03151;573;2;457.83;1;3;2;132;2;Perdidos;50;6122.36;Premium;Comas
CLI03152;364;1;25.32;2;1;1;211;2;Perdidos;72;8665.65;Platino;Los Olivos
CLI03153;40;2;393.93;4;3;2;432;3;En Riesgo;46;7530.98;Platino;San Juan de Lurigancho
CLI03155;93;1;195.54;4;1;1;411;3;En Riesgo;20;5204.49;Regular;San Borja
CLI03156;111;1;227.31;4;1;1;411;3;En Riesgo;48;11983.82;Platino;Ate
CLI03157;17;8;2403.61;5;5;5;555;1;Campeones;63;4897.32;Platino;San Miguel
CLI03158;360;1;176.04;2;1;1;211;2;Perdidos;70;3218.28;Regular;Ate
CLI03160;380;5;1237.3;2;4;4;244;0;Leales;21;3481.01;Platino;Miraflores
CLI03161;404;1;260.57;1;1;2;112;2;Perdidos;51;3899.34;Premium;Miraflores
CLI03162;442;1;89.04;1;1;1;111;2;Perdidos;18;2015.02;Basico;Los Olivos
CLI03164;1;9;2459.24;5;5;5;555;1;Campeones;52;4666.82;Regular;San Miguel
CLI03165;238;3;803.48;2;3;4;234;3;En Riesgo;25;2596.17;Basico;Santiago de Surco
CLI03166;407;1;309.57;1;1;2;112;2;Perdidos;70;2557.48;Basico;Comas
CLI03168;18;3;821.17;5;3;4;534;3;En Riesgo;61;2976.01;Platino;San Borja
CLI03169;390;1;385.31;1;1;2;112;2;Perdidos;34;1389.7;Basico;San Borja
CLI03170;57;2;279.69;4;3;2;432;3;En Riesgo;27;10983.12;Platino;Comas
CLI03171;246;2;345.85;2;3;2;232;3;En Riesgo;51;1720.46;Basico;San Borja
CLI03172;106;2;134.48;4;3;1;431;3;En Riesgo;28;4089.75;Regular;Comas
CLI03173;21;6;2326.01;5;5;5;555;0;Leales;43;4975.3;Premium;Santiago de Surco
CLI03175;15;1;286.77;5;1;2;512;3;En Riesgo;71;10054.46;Premium;Ate
CLI03176;162;2;556.62;3;3;3;333;3;En Riesgo;19;9618.79;Platino;Santiago de Surco
CLI03177;621;1;95.11;1;1;1;111;2;Perdidos;68;3030.27;Platino;San Miguel
CLI03178;138;7;1656.61;3;5;5;355;0;Leales;52;2042.25;Basico;San Miguel
CLI03179;312;2;416.2;2;3;2;232;2;Perdidos;65;5068.65;Platino;Comas
CLI03180;71;2;517.15;4;3;3;433;3;En Riesgo;50;9851.52;Premium;Comas
CLI03181;367;3;368.7;2;3;2;232;2;Perdidos;39;7241.01;Premium;Ate
CLI03183;390;2;161.86;1;3;1;131;2;Perdidos;35;2245.64;Basico;Comas
CLI03184;462;1;388.8;1;1;2;112;2;Perdidos;21;11019.52;Platino;San Borja
CLI03185;151;6;1526.88;3;5;5;355;0;Leales;56;2299.78;Basico;Comas
CLI03186;14;5;1816.24;5;4;5;545;0;Leales;51;5521.21;Premium;Miraflores
CLI03187;35;5;1047.2;4;4;4;444;0;Leales;42;3612.8;Premium;San Miguel
CLI03193;87;6;1451.42;4;5;5;455;0;Leales;22;3677.79;Platino;Santiago de Surco
CLI03194;174;1;573.72;3;1;3;313;3;En Riesgo;46;6504.83;Premium;San Juan de Lurigancho
CLI03195;88;6;1348.76;4;5;5;455;0;Leales;70;10897.68;Platino;Los Olivos
CLI03196;14;5;1086.92;5;4;4;544;0;Leales;27;7745.65;Platino;Comas
CLI03197;50;7;1577.09;4;5;5;455;0;Leales;71;10774.47;Regular;San Miguel
CLI03198;312;2;473.84;2;3;3;233;2;Perdidos;35;4732.73;Premium;Comas
CLI03200;364;1;48.18;2;1;1;211;2;Perdidos;53;1637.88;Basico;Ate
CLI03202;550;1;397.32;1;1;2;112;2;Perdidos;40;7592.49;Platino;San Miguel
CLI03203;475;1;268.76;1;1;2;112;2;Perdidos;22;1126.33;Basico;Magdalena
CLI03204;157;4;1494.56;3;4;5;345;0;Leales;61;7805.97;Premium;Miraflores
CLI03205;28;2;638.04;4;3;3;433;3;En Riesgo;35;5721.14;Regular;Los Olivos
CLI03207;385;1;383.49;2;1;2;212;2;Perdidos;58;8524.23;Premium;Magdalena
CLI03208;116;1;147.78;4;1;1;411;3;En Riesgo;20;8904.06;Regular;Miraflores
CLI03209;203;4;1161.67;3;4;4;344;0;Leales;26;2430.5;Basico;San Miguel
CLI03211;503;1;400.97;1;1;2;112;2;Perdidos;60;4908.8;Regular;San Borja
CLI03213;212;2;669.47;2;3;3;233;3;En Riesgo;30;10753.06;Platino;Miraflores
CLI03215;168;5;1266.59;3;4;4;344;0;Leales;20;9808.29;Regular;Los Olivos
CLI03216;363;1;64.1;2;1;1;211;2;Perdidos;59;5818.26;Premium;Magdalena
CLI03217;2;7;1042.97;5;5;4;554;0;Leales;34;1538.41;Basico;Ate
CLI03218;391;1;170.78;1;1;1;111;2;Perdidos;42;1965.74;Basico;Los Olivos
CLI03219;696;1;275.7;1;1;2;112;2;Perdidos;62;3339.44;Regular;San Juan de Lurigancho
CLI03220;21;3;928.91;5;3;4;534;3;En Riesgo;68;4751.48;Premium;Miraflores
CLI03221;396;1;315.53;1;1;2;112;2;Perdidos;32;11171.83;Premium;San Juan de Lurigancho
CLI03222;374;2;326.21;2;3;2;232;2;Perdidos;37;1441.92;Basico;San Juan de Lurigancho
CLI03223;149;1;298.8;3;1;2;312;3;En Riesgo;64;8825.51;Regular;Ate
CLI03225;197;3;1180.49;3;3;4;334;3;En Riesgo;49;1971.37;Basico;Comas
CLI03226;570;1;137.65;1;1;1;111;2;Perdidos;70;5470.92;Premium;Magdalena
CLI03227;286;2;899.73;2;3;4;234;3;En Riesgo;48;2027.92;Basico;Santiago de Surco
CLI03228;163;4;880.96;3;4;4;344;3;En Riesgo;38;10061.3;Premium;Comas
CLI03230;54;8;1827.91;4;5;5;455;0;Leales;51;3424.46;Regular;Comas
CLI03231;20;8;1581.52;5;5;5;555;0;Leales;57;5510.36;Platino;San Juan de Lurigancho
CLI03232;235;4;357.41;2;4;2;242;3;En Riesgo;65;11670.68;Regular;Santiago de Surco
CLI03233;18;5;1515.15;5;4;5;545;0;Leales;30;8960.39;Platino;Santiago de Surco
CLI03234;7;14;2581.35;5;5;5;555;1;Campeones;31;5969.98;Platino;Magdalena
CLI03236;30;7;1440.53;4;5;5;455;0;Leales;59;1731.24;Basico;San Miguel
CLI03237;337;1;46.03;2;1;1;211;2;Perdidos;21;1630.88;Basico;Santiago de Surco
CLI03238;55;1;226.36;4;1;1;411;3;En Riesgo;73;10568.95;Premium;San Miguel
CLI03239;163;2;957.79;3;3;4;334;3;En Riesgo;50;9240.88;Premium;Ate
CLI03242;38;2;540.98;4;3;3;433;3;En Riesgo;38;11201.51;Platino;San Borja
CLI03243;86;6;832.1;4;5;4;454;0;Leales;65;9225.57;Premium;San Borja
CLI03244;3;5;1021.53;5;4;4;544;0;Leales;23;9013.85;Platino;San Juan de Lurigancho
CLI03245;5;7;1391.95;5;5;5;555;0;Leales;44;3994.86;Platino;San Juan de Lurigancho
CLI03249;590;2;503.17;1;3;3;133;2;Perdidos;32;11994.96;Platino;Ate
CLI03250;169;4;1280.3;3;4;4;344;0;Leales;24;2660.56;Basico;San Borja
CLI03251;462;1;19.15;1;1;1;111;2;Perdidos;27;5653.91;Premium;Ate
CLI03252;48;3;617.61;4;3;3;433;3;En Riesgo;66;5560.54;Platino;Los Olivos
CLI03253;239;5;719.67;2;4;3;243;3;En Riesgo;25;4243.42;Platino;Santiago de Surco
CLI03254;20;10;1606.47;5;5;5;555;0;Leales;44;7211.59;Platino;Santiago de Surco
CLI03255;211;2;681.88;2;3;3;233;3;En Riesgo;52;5637.58;Regular;Los Olivos
CLI03256;479;1;285.21;1;1;2;112;2;Perdidos;55;2634.54;Basico;Los Olivos
CLI03258;229;2;322.9;2;3;2;232;3;En Riesgo;26;7309.59;Regular;Ate
CLI03259;672;1;210.63;1;1;1;111;2;Perdidos;62;7728.99;Platino;Comas
CLI03260;499;1;278.75;1;1;2;112;2;Perdidos;36;7602.4;Platino;Comas
CLI03261;34;4;850.88;4;4;4;444;3;En Riesgo;32;11103.8;Premium;Los Olivos
CLI03262;401;1;17.99;1;1;1;111;2;Perdidos;71;3232.03;Regular;San Miguel
CLI03264;31;1;92.54;4;1;1;411;3;En Riesgo;42;8790.98;Regular;Santiago de Surco
CLI03265;65;3;940.6;4;3;4;434;3;En Riesgo;59;6843.48;Regular;San Borja
CLI03266;43;3;798.98;4;3;4;434;3;En Riesgo;24;5812.08;Platino;Ate
CLI03268;390;1;338.78;1;1;2;112;2;Perdidos;33;4616.5;Regular;Miraflores
CLI03270;30;2;365.43;4;3;2;432;3;En Riesgo;47;11167.46;Premium;Los Olivos
CLI03271;419;1;509.29;1;1;3;113;2;Perdidos;19;11773.07;Platino;Comas
CLI03272;241;1;94.16;2;1;1;211;3;En Riesgo;52;1350.7;Basico;San Juan de Lurigancho
CLI03273;231;2;608.65;2;3;3;233;3;En Riesgo;33;1163.67;Basico;Magdalena
CLI03274;40;8;1858.37;4;5;5;455;0;Leales;35;8173.85;Platino;Miraflores
CLI03275;57;9;2620.66;4;5;5;455;1;Campeones;55;11712.97;Regular;San Miguel
CLI03276;359;3;605.56;2;3;3;233;2;Perdidos;57;2098.86;Basico;Magdalena
CLI03278;168;1;379.58;3;1;2;312;3;En Riesgo;53;4701.83;Premium;San Juan de Lurigancho
CLI03279;165;3;421.56;3;3;2;332;3;En Riesgo;33;2583.06;Basico;Santiago de Surco
CLI03280;178;1;113.06;3;2;1;321;3;En Riesgo;24;2674.4;Basico;Magdalena
CLI03281;365;4;376.72;2;4;2;242;2;Perdidos;52;9520.97;Premium;Los Olivos
CLI03282;400;4;853.62;1;4;4;144;2;Perdidos;52;2720.68;Basico;San Miguel
CLI03283;92;1;102.04;4;2;1;421;3;En Riesgo;18;4199.26;Platino;Santiago de Surco
CLI03284;10;2;438.4;5;3;2;532;3;En Riesgo;42;11031.56;Platino;Ate
CLI03285;445;1;114.37;1;2;1;121;2;Perdidos;56;4140.22;Platino;Miraflores
CLI03286;159;1;70.46;3;2;1;321;3;En Riesgo;39;1268.05;Basico;San Miguel
CLI03287;403;2;369.96;1;3;2;132;2;Perdidos;56;3341.86;Regular;Santiago de Surco
CLI03289;492;2;231.33;1;3;1;131;2;Perdidos;27;1077.92;Basico;Los Olivos
CLI03290;379;1;250.5;2;2;2;222;2;Perdidos;39;2371.09;Basico;Comas
CLI03291;22;4;762.08;5;4;3;543;3;En Riesgo;28;7443.59;Premium;Ate
CLI03292;296;1;39.49;2;2;1;221;2;Perdidos;26;4045.12;Premium;San Juan de Lurigancho
CLI03293;178;4;1677.98;3;4;5;345;0;Leales;48;10178.53;Premium;San Miguel
CLI03294;5;8;2014.09;5;5;5;555;0;Leales;69;7533.09;Regular;Comas
CLI03295;47;14;3023.65;4;5;5;455;1;Campeones;32;7240.69;Premium;Los Olivos
CLI03297;5;5;1457.9;5;4;5;545;0;Leales;51;7954.73;Platino;San Miguel
CLI03298;9;7;1019.46;5;5;4;554;0;Leales;41;6379.91;Regular;San Miguel
CLI03299;12;13;3433.84;5;5;5;555;1;Campeones;42;4713.28;Regular;San Miguel
CLI03301;31;5;821.62;4;4;4;444;0;Leales;70;5141.98;Platino;Comas
CLI03302;3;3;684.39;5;3;3;533;3;En Riesgo;20;9579.44;Regular;Miraflores
CLI03305;524;1;306.82;1;2;2;122;2;Perdidos;66;2073.18;Basico;San Miguel
CLI03306;61;3;445.35;4;3;2;432;3;En Riesgo;24;3829.95;Regular;Ate
CLI03308;461;1;443.4;1;2;2;122;2;Perdidos;64;8880.72;Regular;Los Olivos
CLI03309;387;1;178.1;2;2;1;221;2;Perdidos;49;7421.42;Platino;Comas
CLI03310;19;12;2513.96;5;5;5;555;1;Campeones;55;3046.56;Platino;Magdalena
CLI03314;324;1;21.47;2;2;1;221;2;Perdidos;29;1513.24;Basico;Santiago de Surco
CLI03315;12;7;2027.49;5;5;5;555;0;Leales;21;7974.37;Platino;Miraflores
CLI03316;380;1;493.48;2;2;3;223;2;Perdidos;33;3822.32;Regular;Ate
CLI03317;352;1;289.33;2;2;2;222;2;Perdidos;44;6222.27;Platino;Magdalena
CLI03319;158;2;751.41;3;3;3;333;3;En Riesgo;20;2048.06;Basico;Los Olivos
CLI03321;20;6;1456.07;5;5;5;555;0;Leales;19;2997.18;Platino;Comas
CLI03324;531;1;140.97;1;2;1;121;2;Perdidos;46;1943.23;Basico;Miraflores
CLI03325;35;4;874.66;4;4;4;444;3;En Riesgo;45;3398.71;Regular;Santiago de Surco
CLI03327;683;1;139.17;1;2;1;121;2;Perdidos;25;1090.23;Basico;Los Olivos
CLI03328;339;1;286.28;2;2;2;222;2;Perdidos;65;4390.36;Premium;Los Olivos
CLI03329;704;1;34.68;1;2;1;121;2;Perdidos;59;8121.26;Regular;San Juan de Lurigancho
CLI03330;164;1;471.5;3;2;2;322;3;En Riesgo;24;8387.79;Regular;Magdalena
CLI03331;420;3;679.29;1;3;3;133;2;Perdidos;69;7218.08;Premium;San Juan de Lurigancho
CLI03333;156;6;1203.53;3;5;4;354;0;Leales;70;9996.37;Platino;San Borja
CLI03334;116;7;1704.5;4;5;5;455;0;Leales;49;7684.47;Platino;San Miguel
CLI03335;97;1;422.07;4;2;2;422;3;En Riesgo;39;10027.83;Platino;Santiago de Surco
CLI03336;4;5;1173.76;5;4;4;544;0;Leales;39;6068.85;Premium;Miraflores
CLI03338;383;4;1032.95;2;4;4;244;2;Perdidos;73;5369.87;Platino;San Borja
CLI03340;405;1;257.52;1;2;2;122;2;Perdidos;53;7436.04;Regular;Ate
CLI03341;37;5;1444.06;4;4;5;445;0;Leales;40;8844.86;Premium;San Borja
CLI03343;536;3;416.69;1;3;2;132;2;Perdidos;48;1406.46;Basico;Miraflores
CLI03344;93;2;384.08;4;3;2;432;3;En Riesgo;68;9122.63;Premium;San Miguel
CLI03345;135;3;517.7;3;3;3;333;3;En Riesgo;48;5345.34;Premium;Miraflores
CLI03348;21;6;1332.39;5;5;5;555;0;Leales;48;3612.03;Platino;San Miguel
CLI03349;369;1;395.01;2;2;2;222;2;Perdidos;31;7638.28;Premium;Santiago de Surco
CLI03351;187;9;2160.35;3;5;5;355;1;Campeones;42;7927.06;Platino;Comas
CLI03352;158;6;1272.74;3;5;4;354;0;Leales;67;9483.84;Regular;Santiago de Surco
CLI03353;157;7;1292.4;3;5;4;354;0;Leales;44;2554.81;Basico;Ate
CLI03354;8;5;1176.7;5;4;4;544;0;Leales;41;6582.73;Regular;Los Olivos
CLI03355;524;1;68.5;1;2;1;121;2;Perdidos;40;2376.55;Basico;Santiago de Surco
CLI03356;36;6;1533.71;4;5;5;455;0;Leales;32;3948.8;Platino;Miraflores
CLI03357;181;2;1122.06;3;3;4;334;3;En Riesgo;24;9902.41;Regular;Comas
CLI03358;481;1;33.87;1;2;1;121;2;Perdidos;42;5760.34;Regular;Los Olivos
CLI03360;235;1;220.92;2;2;1;221;3;En Riesgo;64;5099.31;Regular;Magdalena
CLI03361;99;9;2329.78;4;5;5;455;1;Campeones;49;7415.9;Regular;Santiago de Surco
CLI03362;59;3;688.13;4;3;3;433;3;En Riesgo;44;7476.68;Platino;Comas
CLI03366;441;3;993.42;1;3;4;134;2;Perdidos;41;1185.26;Basico;Los Olivos
CLI03367;209;5;616.79;2;4;3;243;3;En Riesgo;56;1464.88;Basico;Ate
CLI03368;53;1;296.08;4;2;2;422;3;En Riesgo;56;6618.31;Premium;Los Olivos
CLI03369;37;10;2642.38;4;5;5;455;1;Campeones;55;11975.58;Premium;San Juan de Lurigancho
CLI03370;92;1;219.04;4;2;1;421;3;En Riesgo;69;11800.48;Regular;San Miguel
CLI03371;40;16;4303.48;4;5;5;455;1;Campeones;18;3641.98;Platino;Santiago de Surco
CLI03373;5;3;956.72;5;3;4;534;3;En Riesgo;19;4552.67;Regular;Miraflores
